StateAbbrev,fips5,year,drylandAg,pasture,active,lossDrylandAg,lossPasture,currentIrr_20152017_acres,totalLostDrylandAg,totalLostPasture,percentLost_drylandAg,percentLost_pasture
TX,48111,2036,3351.057051789331,1149.976107068491,201206.8897856045,62947.37511610808,28296.672470899255,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2037,3532.8512575587256,1053.9437351216193,196620.09479292415,66480.22637366681,29350.616206020877,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2038,3070.6485525999847,859.1407210579263,192690.30551926623,69550.87492626678,30209.7569270788,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2039,2916.311431559642,1037.6084800468518,188736.38560765976,72467.18635782643,31247.365407125653,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2040,3193.452406295531,962.1515319071847,184580.78166945704,75660.63876412196,32209.516939032837,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2041,3069.7001539669677,1001.3173954834059,180509.76412000664,78730.33891808894,33210.83433451624,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2042,3361.7404059838777,1147.995442879077,176000.0282711437,82092.07932407281,34358.82977739532,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2043,3220.472414674299,950.2580908271244,171829.2977656423,85312.5517387471,35309.08786822244,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2044,3415.85145830715,1049.1798907476857,167364.26641658746,88728.40319705426,36358.267758970134,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2045,2951.24671993543,685.1215250772639,163727.89817157475,91679.64991698969,37043.38928404739,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2046,2369.334476265921,525.2457224712126,160833.31797283763,94048.98439325561,37568.635006518605,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2047,1929.8205282665106,669.1910918432142,158234.3063527279,95978.80492152213,38237.826098361824,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2048,1998.9729795917547,513.9685308279743,155721.36484230816,97977.77790111388,38751.7946291898,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2049,1811.8869215092786,589.6753832891391,153319.80253750973,99789.66482262315,39341.47001247894,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2050,1707.189327884337,427.26651051129636,151185.3466991141,101496.8541505075,39768.736522990235,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2051,1836.7251275412555,572.684289856441,148775.9372817164,103333.57927804874,40341.42081284667,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2052,2002.520727526226,582.5283858945972,146190.88816829558,105336.10000557498,40923.94919874127,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2053,1956.3005515668465,452.4780590844453,143782.1095576443,107292.40055714182,41376.427257825715,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2054,1821.4008940088381,524.5041538916773,141436.20450974378,109113.80145115066,41900.93141171739,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
TX,48111,2055,1634.5042556597675,575.5172366605314,139226.1830174235,110748.30570681042,42476.448648377926,292450.93737261184,138480.93807295375,53671.36126381796,0.4735185303800724,0.18352261663444513
